00735
882859	948876

03665
2911288	3822878
3832154	4201668
4203996	4234183
4239856	4296130
4300274	4394950
4407020	4408720
4416201	4442113

04015
102585	119605
121774	122195
133349	166858
1096246	1098055
1135297	1139596
1422437	1423549
1459278	1460417

04043
266499	376329
2585285	2602517
2634912	2739813
2745163	2779582
2834740	2841729
3119236	3121707
3324527	3352184
3607125	3637520
3665625	3680631
3690357	3707033
3714456	3729455
3757894	3850174
3864339	3882087
3911966	3939730
3947349	3992720
4002977	4067054
4100719	4135456
4144614	4180314
4184152	4207224
4216966	4232562
4397190	4429653
4469009	4475227
4484787	4508436
4527259	4551869
4572559	4602710
4627078	4636999
4650430	4700109
4846374	4859021
4977504	5001900
5025437	5047416
5064397	5076310
5093224	5105441
5122384	5136043
5143707	5152532
5223158	5237641
5245921	5258590
5269138	5310431
5328718	5383212
5412444	5446750
5481763	5504399
5518465	5535883
5559928	5576038
5592281	5633073
5668368	5685493
5713188	5719862
5746978	5774763
5797298	5822970
5859231	5866173
5891681	5931747
6129599	6142320
6167967	6200374
6254935	6273887
6378724	6404595
6530476	6538182
6562321	6574835
6681069	6701454
6749286	6762699
6793371	6796580
7083333	7099955
7202180	7253977
7312818	7338003
7436859	7450332
7471558	7477470
7511863	7514587
7537963	7555567
7605111	7621971
7659427	7669200
7737045	7769645
7826179	7841414
8012817	8028179
8048251	8049796
8069402	8089736
8198086	8218289
8256563	8262300
8355805	8362314
8411315	8471314
8693473	8707105
8732496	8752737
8788101	8801689
8874299	8884576
8910971	8921520
8952012	8981287

04048
556678	580972
716111	724077
2148474	2153998
2998792	3003179
3638923	3677439
4157978	4162995
7681742	7686232

04126
11389	138153
171593	191329
252787	322909
748263	847442
7832274	7836543
8273015	8291856
8307658	8313240

04746
1097511	1098685
2284262	2285673
2319587	2326155
2608377	5696116
5705522	7496882

04908
1227218	1329240
1744909	1945252
3399666	3562786
3565303	3579132
3583636	3619441
3674941	3719454
3720337	3724944
8591414	8797788

04936
413692	447762
1023431	1027877
1091767	1105885
1115503	1151703
1174136	1189344
1203806	1204432
1205495	1316330
1333476	1352713
1364358	1382501
1393568	1406692
1430322	1668405
1694049	1890997
1904540	1905746
1936944	2047171
2068112	2102389
2119396	2138829
2147936	2280890
2303976	2464068
2494807	2498354
2506462	3130659
3165667	4753218
4781741	4792440
4804449	4901635
4917778	5080724
5100411	5110362
5118732	5523274
5548093	5687294
5724607	5953277
5981406	5984045
5990302	5992460
5995466	7325788
7366280	7453006
7490748	7582422
7609875	7612045
7619458	8269229
8311035	8358032

05091
1633051	1634000
1900121	1901526
2270155	2270588
2574099	2575191
2591266	2593951
2618885	2619974
2877401	2880802
4350350	4360988

05121
1843492	1844116
1849415	2305446
2316259	2416870
2424777	3435783
3448071	3676805
3683983	3729926
3844734	3889217
3897889	4899447
4908292	6917106
6924330	7099844
7106613	7118121
7126126	7322626
7327126	7448751
7453751	7519626
7528251	7796001
7802001	7818876
7825751	7832126
7836001	7841876
7845376	7856251
7875876	7901536

05261
2162709	2163557
4057943	4062021
4387406	4400370
5497142	5500962
5586023	5587003
5593101	5596163
5707702	5712202
5764405	5766061
6484711	6567196
6598301	6602556
7405320	7406545

06426
38	526604
534236	556305
580090	1141940
1171385	1237712
1260914	1269657
1279295	1306073
1321074	1861733
1883237	1884277
1958341	1969010
1973373	1983162
1989879	2025148
2037857	2311119
2325601	2339128
2351380	2356315
2376450	2394950
2403428	2422237
2436613	2595567
2613267	2808843
2831336	3041406
3054862	3208998
3218948	4067640
4072556	4097667
4108664	4307774
4317265	6143604
6173824	6178530
6188863	9205760

06453
763938	767748
926995	934175
1046207	1063042
1603836	1605898
7326249	7364040
7457734	7482876

06995
8	1381608
1383576	1387966
1389205	1399239
1856047	1864115
3789347	3793223
6274350	9205760

07162
175	9205760

07859
44	9205760

07879
1783081	7333068
7334784	7335469

07910
806385	864894
1758669	1760364
1881847	2322143
2556412	2558626
8241170	9205760

08215
1774709	3204436
3216996	9205760

08219
3077925	3126814
3144897	3236451
3272406	3373027
3385697	3491434
3534150	3593004
3603736	3664617
3679790	3813871
3824128	3841690
3854500	3873944
4433501	4537196
4544501	4569751
4581495	4668722
4676270	4708992
4717973	4736919
4742278	4778244
4788055	4806613
4818982	4863753
4873480	4900297
4911281	4928797
4941995	4966822
4980706	5012330
5020410	5067427
5074253	5083418
5091008	5105318
5116802	5158001
5170949	5189838
5203079	5308515
5319426	5370406
5404333	5469501
5478104	5504769
5513588	5579084
5583856	5649866
5657429	5676705
5685323	5742742
5751409	5757247
5759473	5818654
5832313	6025443
6040286	6065976
6075964	6086766

08378
742008	2281343
4602355	4868967
4877161	4963330
4977274	4988717
4995132	5016175

08405
2545097	2549500
2562782	9205760

08434
2237189	2315414
2321490	2489168
2496787	2606818

08455
2808397	2820744
2850352	9205760
